"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/M_WaterImpact_Strand_Masked.M_WaterImpact_Strand_Masked","0","110","1","1","73.880806","0","6302"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Jet_Mesh.M_Jet_Mesh","0","22","1","1","13.349523","0","256"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/DirectionalLit/M_ResidualMuzzleSmoke_Master.M_ResidualMuzzleSmoke_Master","0","96","1","1","75.298874","0","2385"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/Decals/Normals/M_Base_DecalNorm.M_Base_DecalNorm","0","29","1","1","26.574076","0","254"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/Decals/M_Decal_Base.M_Decal_Base","0","27","1","1","25.887674","0","225"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Lights.M_Lights","0","9","1","1","11.193454","0","53"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Reg_Glass.M_Reg_Glass","0","37","1","1","89.091629","0","313"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/M_WispySmokeTest.M_WispySmokeTest","0","72","1","1","61.010201","0","1187"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Sparks/M_Hotdog_VLerp_DirectionTint.M_Hotdog_VLerp_DirectionTint","0","36","1","1","24.176746","0","353"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/M_SoftSmoke_Emissive_FakeLit.M_SoftSmoke_Emissive_FakeLit","0","72","1","1","57.739716","0","1190"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/M_LingerSmoke_MasterAdditiveWarp_EmissiveParticleColor.M_LingerSmoke_MasterAdditiveWarp_EmissiveParticleColor","0","72","1","1","66.515579","0","901"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Wraith_Projectile_Ribbon.M_Wraith_Projectile_Ribbon","0","36","1","1","25.820829","0","439"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Wraith_Halo.M_Wraith_Halo","0","54","2","1","49.729679","0","804"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/M_Lensflare_TB_SoftGlow.M_Lensflare_TB_SoftGlow","0","27","1","1","50.121155","0","269"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/M_Lensflare_TB_Soft.M_Lensflare_TB_Soft","0","27","4","1","38.925529","0","249"
"/Game/AssetPacks/ParagonWraith/Characters/Maps/BackGroundAssets/M_HDRSky.M_HDRSky","0","4","1","1","11.610453","0","11"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_Screen_Parent.M_Screen_Parent","0","23","1","1","82.593002","0","88"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_SolidLight_Parent.M_SolidLight_Parent","0","23","1","1","21.718458","0","169"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_UI_Parent.M_UI_Parent","0","9","1","1","6.671364","0","36"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_UIScreen_Parent.M_UIScreen_Parent","0","15","4","3","10.341066","0","68"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_Glass_Base2.M_Glass_Base2","0","37","2","1","87.414131","0","386"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSciFiMats/Materials/Decals/M_Decal_Base.M_Decal_Base","0","27","1","1","0.000000","0","225"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_Base_Wires_B.M_Base_Wires_B","0","23","1","1","22.841650","0","193"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_Base_Wires.M_Base_Wires","0","23","1","1","21.536152","0","167"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_Lights_Base.M_Lights_Base","0","23","1","1","22.953285","0","163"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_GlassLight.M_GlassLight","0","37","1","1","83.036598","0","347"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_EnergyEmissive.M_EnergyEmissive","0","4","1","1","2.747509","0","13"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_UI_Parent.M_UI_Parent","0","9","1","1","7.260164","0","38"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_CustomerMessage.M_CustomerMessage","0","23","1","1","21.764822","0","175"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/WispySmokeSoft/M_WispySmokeSoft.M_WispySmokeSoft","0","72","1","1","53.792706","0","1212"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/DirectionalLit/M_Directional_Lit_DepthSmoke_Master.M_Directional_Lit_DepthSmoke_Master","0","288","3","3","150.065918","0","6319"
"/Game/AssetPacks/ShooterGame/Effects/Materials/Weapon/M_MuzzleGlow.M_MuzzleGlow","0","36","1","1","21.601410","0","444"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/M_Water_Drops_Master.M_Water_Drops_Master","0","36","1","1","20.237215","0","414"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/M_WaterImpact_Cylinder.M_WaterImpact_Cylinder","0","56","1","1","43.486362","0","860"
"/Game/AssetPacks/ShooterGame/Effects/Materials/Ramp/M_SoftGradient_Muzzle.M_SoftGradient_Muzzle","0","27","1","1","15.801535","0","274"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Environment/Water/M_WaterRipple_Mesh_Foam.M_WaterRipple_Mesh_Foam","0","118","1","1","86.370171","0","2952"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Trails/M_Bullet_Trail.M_Bullet_Trail","0","22","1","1","15.903105","0","195"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Spline_Light_Scanner.M_Spline_Light_Scanner","0","18","1","1","11.354177","0","161"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Holo_Reticle_FlickerIn.M_Holo_Reticle_FlickerIn","0","18","1","1","11.755746","0","130"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Holo_Display_FlickerIn.M_Holo_Display_FlickerIn","0","18","1","1","10.900513","0","96"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Holo_Display_02_FlickerIn.M_Holo_Display_02_FlickerIn","0","36","1","1","21.995308","0","443"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Sparks/M_Spark_VelocityLerp_WorldColor.M_Spark_VelocityLerp_WorldColor","0","60","1","1","48.163361","0","1069"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Sparks/M_Hotdog_Spark_VLerp_MASTER.M_Hotdog_Spark_VLerp_MASTER","0","45","1","1","30.392498","0","811"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Smoke/Hyperbreach/M_Smoke_Offset_Particles_SubUV_LIT.M_Smoke_Offset_Particles_SubUV_LIT","0","110","1","1","88.605843","0","2593"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/Wraith/FX/M_Screen_Triangles.M_Screen_Triangles","0","28","1","1","18.406410","0","276"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Wraith_Muzzle_Flash.M_Wraith_Muzzle_Flash","0","36","1","1","26.707491","0","488"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Spark_VelocityLerp_TeamColor.M_Spark_VelocityLerp_TeamColor","0","27","1","1","16.312859","0","243"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/AirGlows/M_Recall_GlowingDots.M_Recall_GlowingDots","0","36","1","1","26.278692","0","399"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Glitch_Refraction.M_Glitch_Refraction","0","33","1","1","20.958326","0","353"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Ult_Bullet_Pyramid.M_Ult_Bullet_Pyramid","0","18","1","1","12.082239","0","109"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_Glass_Base.M_Glass_Base","0","37","1","1","94.467537","0","491"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/UE4_Assets/Environment_B/Materials/M_Cave_Landscape_Master.M_Cave_Landscape_Master","0","147","5","2","157.284531","0","2363"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/UE4_Assets/Environment_A/Materials/M_Cave_Landscape_Master.M_Cave_Landscape_Master","0","65","2","1","65.260498","0","1655"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultParticle.DefaultParticle","0","0","133","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","23","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/M_GlowPoint_MASTER.M_GlowPoint_MASTER","0","36","2","1","27.279774","0","491"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/M_DarkFlare_DistShrink.M_DarkFlare_DistShrink","0","36","3","1","29.349684","0","556"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Debris/M_Explosion_RockChunks.M_Explosion_RockChunks","0","137","6","1","160.432480","0","5227"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/UE4_Assets/Environment_B/Materials/M_Cave_SimpleSnow.M_Cave_SimpleSnow","0","40","1","1","38.755886","0","554"
"/Game/AssetPacks/ShooterGame/Weapons/Materials/MagGun_MatB.MagGun_MatB","0","65","1","1","135.462997","65","2647"
"/Game/AssetPacks/ShooterGame/Weapons/Materials/MagGun_MatA.MagGun_MatA","0","65","1","1","139.602051","65","2673"
"/Game/AssetPacks/ShooterGame/Weapons/Materials/Launcher_MatB.Launcher_MatB","0","65","1","1","131.854218","65","2736"
"/Game/AssetPacks/ShooterGame/Weapons/Materials/Launcher_MatA.Launcher_MatA","0","65","1","1","129.805740","65","2708"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/Hydro/M_Wraith_Water_Particles.M_Wraith_Water_Particles","0","220","2","2","81.117271","0","6730"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/M_WaterMist.M_WaterMist","0","36","1","1","26.267128","0","541"
"/Game/AssetPacks/ParagonWraith/FX/Materials/VolumeFog/M_Fog_SphericalDensity.M_Fog_SphericalDensity","0","72","2","2","50.006248","0","1154"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_ShadowPlane_Hex.M_ShadowPlane_Hex","0","44","1","1","28.807293","0","760"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_GlowPoint_CameraFacing.M_GlowPoint_CameraFacing","0","48","1","1","36.256752","0","967"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Int/Materials/M_SolidColor_Base.M_SolidColor_Base","0","23","1","1","23.712198","0","298"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Int/Materials/M_Base_3C.M_Base_3C","0","23","1","1","25.075764","0","211"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Int/Materials/M_Base_2C.M_Base_2C","0","23","1","1","26.052153","0","259"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_SolidColor_Base.M_SolidColor_Base","0","46","3","2","52.075294","0","515"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Base_Trim.M_Base_Trim","0","46","2","2","51.907372","0","526"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Base_Pipes.M_Base_Pipes","0","23","1","1","25.268232","0","261"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Base_4C_Scr.M_Base_4C_Scr","0","23","1","1","25.099440","0","205"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSci_Comm/Materials/M_Base_3C.M_Base_3C","0","23","1","1","26.021420","0","238"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_SolidColor_Base.M_SolidColor_Base","0","23","1","1","0.000000","0","298"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiProps/Materials/M_Base_3C.M_Base_3C","0","24","1","1","29.150133","0","248"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularSciFiMats/Materials/M_Base_Tile_Scr.M_Base_Tile_Scr","0","69","14","3","50.921909","0","741"
"/Game/AssetPacks/ParagonWraith/FX/Meshes/Splines/M_Spline_Preview.M_Spline_Preview","0","146","1","1","136.373154","0","7016"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Gun.M_Wraith_Gun","0","77","1","1","183.474380","77","4562"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Flares/M_LensFlareMaster.M_LensFlareMaster","0","72","9","2","72.315865","0","701"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/ODGreen/Materials/M_Wraith_Upperbody_ODGreen.M_Wraith_Upperbody_ODGreen","0","102","1","1","387.006134","204","11914"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/ODGreen/Materials/M_Wraith_Lowerbody_ODGreen.M_Wraith_Lowerbody_ODGreen","0","77","1","1","303.416473","154","6332"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/ODGreen/Materials/M_Wraith_Gun_ODGreen.M_Wraith_Gun_ODGreen","0","77","1","1","281.406067","154","3160"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/ODGreen/Materials/M_Wraith_Backpack_ODGreen.M_Wraith_Backpack_ODGreen","0","77","7","1","304.740143","154","7828"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/ODGreen/Materials/M_Wraith_Attachment_ODGreen.M_Wraith_Attachment_ODGreen","0","102","6","1","362.163025","204","9987"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Upperbody.M_Wraith_Upperbody","0","102","3","1","218.509277","204","6429"
"/Game/AssetPacks/ParagonWraith/FX/Materials/M_ShadowPlaneShimmer.M_ShadowPlaneShimmer","0","78","6","1","62.175179","0","1485"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Water/M_WaterBubbles.M_WaterBubbles","0","95","6","1","177.336365","0","1397"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_SolidColor_Base.M_SolidColor_Base","0","23","2","1","27.207073","0","131"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_Base_3C.M_Base_3C","0","23","4","1","27.779310","0","150"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/ModularScifiHallways/Materials/M_Base_2C.M_Base_2C","0","23","5","1","0.000000","0","245"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/LunarOps/Materials/M_Wraith_Upperbody_LunarOps.M_Wraith_Upperbody_LunarOps","0","102","8","1","267.927673","204","12656"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Lowerbody.M_Wraith_Lowerbody","0","77","2","1","201.730515","77","4045"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/LunarOps/Materials/M_Wraith_Lowerbody_LunarOps.M_Wraith_Lowerbody_LunarOps","0","77","7","1","208.320038","77","1799"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/LunarOps/Materials/M_Wraith_Gun_LunarOps.M_Wraith_Gun_LunarOps","0","77","1","1","184.546722","77","2572"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/LunarOps/Materials/M_Wraith_Backpack_LunarOps.M_Wraith_Backpack_LunarOps","0","77","3","1","229.529892","154","7051"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Skins/LunarOps/Materials/M_Wraith_Attachment_LunarOps.M_Wraith_Attachment_LunarOps","0","102","1","1","280.338623","102","4107"
"/Game/AssetPacks/ParagonWraith/Characters/Heroes/Wraith/Materials/M_Wraith_Backpack.M_Wraith_Backpack","0","77","4","1","215.886871","154","2663"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Shockwaves/M_Shockwave_Soft.M_Shockwave_Soft","0","24","4","1","20.587498","0","144"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Tech_Holo_Spline_WPO.M_Tech_Holo_Spline_WPO","0","28","3","1","26.373075","0","148"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Spline.M_Wraith_Tech_Holo_Spline","0","24","6","1","20.572058","0","121"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Tech/M_Wraith_Tech_Holo_Flicker_Spline.M_Wraith_Tech_Holo_Flicker_Spline","0","48","6","1","44.255535","0","604"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/UE4_Assets/Environment_B/Materials/M_IceChunks_01.M_IceChunks_01","0","51","1","1","60.845478","0","640"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Thruster_Cone.M_Thruster_Cone","0","22","6","1","16.485826","0","115"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_Teleport_Refraction.M_Teleport_Refraction","0","33","1","1","22.713097","0","219"
"/Game/AssetPacks/ParagonWraith/FX/Materials/Heroes/M_SmokeEnergy_SubUV.M_SmokeEnergy_SubUV","0","33","6","1","22.728252","0","214"
"/Game/AssetPacks/ModularSciFiSeason1/StarterBundle/UE4_Assets/Environment_B/Materials/M_BigSnow.M_BigSnow","0","23","1","1","28.822788","0","191"
